0.003737,-0.033624,0.004908
0.004013,-0.033512,0.005093
0.003395,-0.033202,0.005901
0.002923,-0.033210,0.005983
0.004439,-0.033504,0.004760
0.003077,-0.033853,0.004042
0.003888,-0.033739,0.004393
0.002887,-0.033515,0.005286
0.002392,-0.033749,0.004393
0.002832,-0.033832,0.004078
0.003647,-0.033144,0.005904
0.005369,-0.032966,0.004736
0.004765,-0.033031,0.005370
0.004142,-0.033084,0.005746
0.003433,-0.033054,0.006118
0.002455,-0.032961,0.006263
0.002069,-0.033394,0.005398
0.004308,-0.033693,0.004053
0.005247,-0.033212,0.004040
0.003923,-0.033807,0.003371
0.003211,-0.033867,0.003506
0.002912,-0.033832,0.003292
0.001847,-0.033583,0.004190
0.002030,-0.033668,0.003920
0.004393,-0.032699,0.006131
0.006086,-0.031936,0.005150
0.005651,-0.032219,0.005290
0.005239,-0.032646,0.005459
0.005725,-0.032863,0.004136
0.005074,-0.032449,0.005957
0.002506,-0.032603,0.006689
0.003986,-0.032162,0.006850
0.003756,-0.032223,0.006904
0.002584,-0.031751,0.007510
0.003575,-0.031576,0.007569
0.003260,-0.032414,0.006816
0.002356,-0.032725,0.006484
0.001895,-0.032997,0.005959
0.001161,-0.032388,0.006353
0.001421,-0.033362,0.004727
0.001686,-0.033434,0.004760
0.004437,-0.033673,0.003510
0.005375,-0.033187,0.003496
0.004840,-0.033521,0.003149
0.004045,-0.033737,0.002818
0.003576,-0.033815,0.002916
0.003027,-0.033729,0.002732
0.001574,-0.033486,0.004214
0.001816,-0.033436,0.003058
0.001188,-0.033256,0.003711
0.004855,-0.031456,0.007055
0.005899,-0.031931,0.005439
0.006105,-0.031719,0.005355
0.006266,-0.031553,0.005032
0.006255,-0.031822,0.004837
0.005493,-0.032062,0.005796
0.006104,-0.032560,0.003744
0.005361,-0.031472,0.006658
0.005156,-0.031288,0.006965
0.001797,-0.032171,0.006968
0.003802,-0.031840,0.007323
0.003968,-0.031518,0.007479
0.002848,-0.031561,0.007679
0.002067,-0.031858,0.007366
0.002354,-0.031140,0.007926
0.002612,-0.030916,0.008088
0.003819,-0.031275,0.007706
0.003585,-0.030982,0.007937
0.001010,-0.032854,0.005408
0.000525,-0.032352,0.005680
0.001255,-0.031693,0.007208
0.000687,-0.031764,0.006807
0.000496,-0.032773,0.004234
0.004498,-0.033561,0.002701
0.005259,-0.033224,0.002940
0.005659,-0.032964,0.002623
0.006124,-0.032532,0.002702
0.006173,-0.032418,0.003184
0.003678,-0.033619,0.002338
0.002639,-0.033481,0.002227
0.001238,-0.033104,0.002874
0.001363,-0.033027,0.002339
0.000243,-0.032542,0.003193
0.004959,-0.030548,0.007602
0.005757,-0.031205,0.006328
0.006141,-0.031266,0.005761
0.006312,-0.031131,0.005443
0.006320,-0.031209,0.005201
0.006358,-0.031280,0.004953
0.006389,-0.031829,0.004301
0.006428,-0.031331,0.004748
0.006574,-0.031484,0.004190
0.006301,-0.032293,0.003648
0.006244,-0.032348,0.003352
0.005430,-0.030802,0.007065
0.004735,-0.030155,0.007931
0.003811,-0.030223,0.008239
0.002101,-0.031066,0.007951
0.001028,-0.031380,0.007434
0.002350,-0.029777,0.008644
0.002854,-0.030259,0.008410
0.000041,-0.032100,0.005188
0.000032,-0.032201,0.004698
0.000003,-0.031510,0.006091
0.000087,-0.031359,0.006558
0.000043,-0.031425,0.006322
0.000121,-0.031238,0.006782
0.000159,-0.030803,0.007191
0.000474,-0.030937,0.007425
0.000150,-0.032453,0.003962
0.004883,-0.033299,0.002317
0.004816,-0.033219,0.002052
0.006282,-0.032352,0.002376
0.005294,-0.032971,0.002089
0.006449,-0.032049,0.003310
0.006207,-0.032376,0.003168
0.003837,-0.033452,0.002014
0.002566,-0.033359,0.001953
0.001487,-0.032858,0.001855
0.001071,-0.032821,0.002255
0.000754,-0.032572,0.002081
-0.000071,-0.031930,0.002074
-0.000141,-0.032188,0.003435
-0.000467,-0.031783,0.002624
0.005808,-0.029548,0.007457
0.005953,-0.030928,0.006230
0.005953,-0.030591,0.006411
0.006533,-0.030715,0.005567
0.006502,-0.030861,0.005347
0.006451,-0.030878,0.005103
0.006391,-0.030840,0.004846
0.006592,-0.030931,0.004575
0.006605,-0.030782,0.004714
0.006796,-0.031034,0.004306
0.006743,-0.031372,0.003878
0.006667,-0.031570,0.003420
0.004258,-0.029671,0.008294
0.004469,-0.029155,0.008398
0.005789,-0.029057,0.007633
0.005339,-0.028576,0.008116
0.002898,-0.029841,0.008565
0.003078,-0.029477,0.008709
0.001847,-0.030649,0.008157
0.001593,-0.030564,0.008181
0.001047,-0.030835,0.007820
0.002578,-0.029317,0.008793
0.002334,-0.029342,0.008805
0.001827,-0.028847,0.009035
-0.000540,-0.031220,0.005086
-0.000531,-0.031140,0.005324
-0.000389,-0.031240,0.005580
-0.000088,-0.031245,0.006303
-0.000135,-0.032172,0.003946
-0.000056,-0.031162,0.006537
0.000006,-0.031074,0.006764
0.000107,-0.030981,0.006983
-0.000050,-0.030442,0.007144
0.000018,-0.030354,0.007369
0.000489,-0.030691,0.007625
0.005033,-0.033062,0.001988
0.004374,-0.032901,0.001332
0.004041,-0.033321,0.001877
0.004808,-0.032679,0.001156
0.006476,-0.032062,0.002276
0.006576,-0.031927,0.002811
0.005607,-0.032485,0.001491
0.006360,-0.032007,0.001768
0.006857,-0.031263,0.003059
0.002647,-0.033037,0.001349
0.003885,-0.033015,0.001318
0.001278,-0.032830,0.002051
0.001459,-0.032796,0.001755
0.001019,-0.032721,0.002071
0.001100,-0.031769,0.000658
0.000349,-0.031345,0.000875
-0.000556,-0.031575,0.002333
-0.000484,-0.031273,0.001676
-0.000536,-0.031739,0.003485
-0.000968,-0.031095,0.002552
-0.000935,-0.031196,0.003085
0.006545,-0.028106,0.007029
0.006191,-0.029568,0.006909
0.006228,-0.030348,0.006308
0.006715,-0.030681,0.005271
0.006728,-0.030526,0.005417
0.006666,-0.030723,0.005030
0.006609,-0.030701,0.004777
0.006633,-0.030723,0.004872
0.006771,-0.030808,0.004516
0.006811,-0.030788,0.004505
0.007024,-0.030618,0.004430
0.006953,-0.031182,0.003798
0.006861,-0.031283,0.003321
0.003764,-0.028926,0.008722
0.004530,-0.027894,0.008613
0.005547,-0.028376,0.008035
0.006345,-0.028025,0.007301
0.005951,-0.028232,0.007674
0.005494,-0.027716,0.008149
0.004795,-0.027521,0.008482
0.002789,-0.028508,0.009051
0.001310,-0.028961,0.008892
0.000785,-0.029693,0.008377
0.000500,-0.030429,0.007820
0.002076,-0.028825,0.009050
0.001548,-0.028390,0.009149
0.002290,-0.028200,0.009218
-0.000844,-0.031172,0.003837
-0.000730,-0.030687,0.005253
-0.000681,-0.030602,0.005483
-0.000278,-0.030790,0.006231
-0.000357,-0.030772,0.005983
-0.000581,-0.030507,0.005703
-0.000243,-0.030706,0.006464
-0.000183,-0.030618,0.006692
-0.000115,-0.030530,0.006917
-0.000096,-0.029886,0.007282
-0.000141,-0.029971,0.007051
-0.000054,-0.029802,0.007513
0.000200,-0.030203,0.007705
0.004585,-0.032100,0.000442
0.005474,-0.032236,0.001015
0.004937,-0.032317,0.000793
0.006730,-0.031810,0.002433
0.006896,-0.031534,0.002193
0.006704,-0.031496,0.001334
0.006929,-0.031328,0.002804
0.006004,-0.032037,0.001260
0.007062,-0.031034,0.003230
0.003615,-0.032315,0.000452
0.002220,-0.032507,0.000822
0.001536,-0.032456,0.001147
0.001211,-0.031359,0.000237
0.001956,-0.032409,0.000807
0.000673,-0.030943,0.000286
-0.000630,-0.030869,0.001411
-0.000493,-0.030479,0.000913
-0.000858,-0.031185,0.002296
-0.000863,-0.030827,0.001699
-0.001091,-0.030882,0.003297
-0.001254,-0.030436,0.003175
-0.001100,-0.030710,0.002227
0.006573,-0.028951,0.006702
0.006733,-0.027984,0.006816
0.006564,-0.027402,0.007121
0.006315,-0.027502,0.007445
0.006548,-0.030141,0.005948
0.006915,-0.030437,0.005180
0.006736,-0.030657,0.005004
0.006837,-0.030620,0.004720
0.006881,-0.030554,0.004955
0.007054,-0.030471,0.004648
0.007283,-0.030065,0.004774
0.007416,-0.030068,0.004236
0.007308,-0.030733,0.003376
0.003221,-0.027874,0.009089
0.002999,-0.028080,0.009101
0.004296,-0.026741,0.008904
0.004078,-0.026827,0.009003
0.003617,-0.026884,0.009145
0.004556,-0.027200,0.008706
0.005735,-0.028049,0.007927
0.006151,-0.027874,0.007558
0.005884,-0.027314,0.007861
0.005876,-0.026791,0.007871
0.005032,-0.025333,0.008454
0.004521,-0.024732,0.008723
0.002515,-0.027970,0.009232
0.000508,-0.029467,0.008372
0.000728,-0.028111,0.008967
0.000204,-0.030078,0.007791
0.000219,-0.029839,0.007990
0.001966,-0.027158,0.009440
0.001717,-0.027164,0.009441
0.001431,-0.026738,0.009499
0.001139,-0.027379,0.009331
-0.000984,-0.030377,0.004452
-0.001124,-0.030012,0.004392
-0.000744,-0.030126,0.005384
-0.000628,-0.030030,0.005601
-0.000476,-0.030029,0.005833
-0.000263,-0.030146,0.006596
-0.000301,-0.029745,0.006253
-0.000129,-0.029328,0.007417
-0.000144,-0.029260,0.006630
-0.000190,-0.029305,0.006391
-0.000003,-0.029715,0.007743
0.004183,-0.031632,-0.000010
0.005247,-0.031596,0.000316
0.005718,-0.031369,0.000308
0.006228,-0.031211,0.000439
0.007115,-0.031217,0.002230
0.007424,-0.030630,0.002817
0.007155,-0.030967,0.001394
0.006567,-0.031445,0.001088
0.007282,-0.030602,0.001030
0.006557,-0.031252,0.000787
0.003299,-0.032117,0.000253
0.001961,-0.031619,0.000108
0.001205,-0.030485,-0.000280
0.001543,-0.030846,-0.000255
0.000795,-0.030508,-0.000068
-0.001051,-0.029965,0.001275
0.000366,-0.030054,0.000022
-0.000459,-0.029597,0.000393
-0.001323,-0.030181,0.002402
-0.001419,-0.029711,0.002310
-0.001363,-0.029721,0.003850
0.006926,-0.028035,0.006529
0.006632,-0.029159,0.006481
