-0.000458,-0.042457,0.003007
-0.000524,-0.041977,0.003294
-0.000686,-0.042392,0.003319
-0.000720,-0.042708,0.003098
-0.000095,-0.042099,0.002656
-0.000174,-0.042543,0.002452
-0.000476,-0.042619,0.002883
-0.000903,-0.042337,0.003514
-0.000864,-0.041888,0.003642
-0.000537,-0.041069,0.003336
-0.000359,-0.041571,0.003103
-0.000949,-0.042659,0.003306
-0.000916,-0.042353,0.003514
-0.000743,-0.042934,0.002667
-0.000910,-0.042806,0.003094
0.000035,-0.042136,0.002443
-0.000029,-0.041661,0.002640
-0.000241,-0.042631,0.002453
-0.000250,-0.042723,0.002237
-0.000122,-0.042563,0.002235
-0.001142,-0.042279,0.003683
-0.001042,-0.041384,0.003941
-0.001132,-0.042188,0.003719
-0.001060,-0.041540,0.003914
-0.001320,-0.041772,0.004028
-0.001164,-0.040898,0.004102
-0.000438,-0.040194,0.003174
-0.001189,-0.040600,0.004088
-0.000193,-0.040714,0.002813
-0.000981,-0.042961,0.002878
-0.001645,-0.042610,0.003497
-0.001170,-0.042531,0.003512
-0.000988,-0.043041,0.002442
-0.000747,-0.042989,0.002229
0.000195,-0.042189,0.002012
0.000296,-0.041751,0.002217
0.000147,-0.041256,0.002450
-0.000495,-0.042846,0.001793
-0.000132,-0.042591,0.001576
-0.001388,-0.042390,0.003717
-0.001499,-0.041272,0.004244
-0.001552,-0.041751,0.004123
-0.001672,-0.042154,0.003916
-0.001534,-0.040810,0.004303
-0.001400,-0.040390,0.004261
-0.000212,-0.040260,0.002792
-0.001620,-0.039880,0.004480
-0.001293,-0.039445,0.004254
-0.000566,-0.039249,0.003478
-0.001446,-0.042943,0.002859
-0.001860,-0.042434,0.003701
-0.001900,-0.042818,0.003056
-0.001682,-0.042985,0.002412
-0.001681,-0.042986,0.002193
-0.001217,-0.043025,0.001992
-0.000977,-0.042975,0.001780
0.000317,-0.042235,0.001579
0.000279,-0.042191,0.001795
0.000326,-0.041759,0.002167
0.000296,-0.042029,0.002009
0.000405,-0.041323,0.002202
-0.000889,-0.042878,0.001559
-0.000484,-0.042765,0.001350
0.000015,-0.042484,0.001357
-0.001777,-0.041666,0.004212
-0.001722,-0.041179,0.004312
-0.001628,-0.040333,0.004430
0.000068,-0.039884,0.002479
0.000431,-0.040818,0.002181
-0.001806,-0.039834,0.004617
-0.001636,-0.038965,0.004660
-0.000872,-0.038707,0.004019
-0.000932,-0.038311,0.004219
-0.001079,-0.038193,0.004428
-0.000468,-0.038358,0.003713
-0.002137,-0.042866,0.002609
-0.002103,-0.042529,0.003475
-0.002312,-0.042299,0.003677
-0.002034,-0.041884,0.004110
-0.002331,-0.042485,0.003389
-0.002587,-0.042728,0.002366
-0.001661,-0.042841,0.001527
-0.002126,-0.042811,0.001728
-0.003034,-0.042563,0.002121
-0.001419,-0.042774,0.001333
-0.001408,-0.042689,0.001091
-0.000932,-0.042617,0.000887
0.000531,-0.042042,0.001359
0.000655,-0.041858,0.001575
0.000545,-0.041903,0.001793
0.000595,-0.041450,0.001995
0.000652,-0.040935,0.002014
-0.000455,-0.042523,0.000901
0.000291,-0.042125,0.000913
-0.002233,-0.041563,0.004306
-0.002151,-0.040832,0.004500
-0.002039,-0.039825,0.004681
0.000296,-0.039941,0.002299
0.000132,-0.039309,0.002544
0.000508,-0.039993,0.002149
0.000474,-0.040438,0.002147
-0.001885,-0.038451,0.004824
-0.001558,-0.037621,0.004781
-0.000874,-0.037790,0.004331
-0.001053,-0.037290,0.004553
0.000038,-0.038032,0.003324
0.000127,-0.037599,0.003350
-0.000090,-0.037086,0.003634
-0.002550,-0.042353,0.003451
-0.002494,-0.041824,0.004089
-0.002736,-0.041913,0.003864
-0.002931,-0.042372,0.002997
-0.003243,-0.042319,0.002682
-0.003029,-0.042543,0.001461
-0.001951,-0.042661,0.001288
-0.001837,-0.042685,0.001294
-0.001647,-0.042726,0.001312
-0.003495,-0.042518,0.001662
